dataset,frame,green_dominance,repetitiveness,cleared,inliers
isaac-sim-20260704_193743,226120,-7.228439807891846,0.29955336451530457,True,54
isaac-sim-20260704_193743,237340,14.011344909667969,0.24211981892585754,False,5
isaac-sim-20260704_193743,248560,1.059985876083374,0.25341570377349854,False,4
isaac-sim-20260704_193743,259780,16.798227310180664,0.4785432517528534,False,4
isaac-sim-20260704_193743,271000,4.728156089782715,0.7342508435249329,False,4
isaac-sim-20260705_230815,1620,28.12941551208496,0.08179542422294617,False,0
isaac-sim-20260705_230815,11170,28.29104232788086,0.09177242964506149,False,0
isaac-sim-20260705_230815,20720,27.888599395751953,0.08289381116628647,False,0
isaac-sim-20260705_230815,30270,26.311315536499023,0.0981450229883194,False,5
isaac-sim-20260705_230815,39810,27.246740341186523,0.07963185757398605,False,5
isaac-sim-20260705_230815,49360,26.345516204833984,0.10023230314254761,False,9
isaac-sim-20260705_230815,58910,26.406068801879883,0.10228017717599869,False,5
isaac-sim-20260705_230815,68460,26.372455596923828,0.08196969330310822,False,4
isaac-sim-20260705_230815,78010,26.117074966430664,0.0909930169582367,False,7
isaac-sim-20260705_230815,87550,26.1650447845459,0.09341653436422348,False,0
isaac-sim-20260705_230815,97100,27.47035789489746,0.1304399073123932,False,6
isaac-sim-20260705_230815,106650,27.79308319091797,0.08974947035312653,False,4
isaac-sim-20260705_230815,116200,27.885652542114258,0.08410469442605972,False,4
isaac-sim-20260705_230815,125750,28.18815803527832,0.07462138682603836,False,4
isaac-sim-20260705_230815,135300,27.2316951751709,0.10675730556249619,False,0
isaac-sim-20260705_230815,144850,26.81488609313965,0.09519117325544357,False,7
isaac-sim-20260705_230815,154390,27.14507293701172,0.07868154346942902,False,4
isaac-sim-20260705_230815,163940,26.51064682006836,0.08046592772006989,False,6
isaac-sim-20260705_230815,173490,26.477445602416992,0.11067411303520203,False,5
isaac-sim-20260705_230815,183040,26.01772117614746,0.11018606275320053,False,5
isaac-sim-20260705_230815,192590,25.541927337646484,0.12179962545633316,False,5
isaac-sim-20260705_230815,202130,22.056262969970703,0.14186272025108337,False,0
isaac-sim-20260705_230815,211680,29.745643615722656,0.09323316067457199,False,6
isaac-sim-20260705_230815,221230,30.21417808532715,0.0965525284409523,False,6
isaac-sim-20260705_230815,230780,25.872068405151367,0.10114327073097229,False,4
isaac-sim-20260706_105804,1672,6.123915672302246,0.3075442314147949,False,0
isaac-sim-20260706_105804,11512,6.183812141418457,0.2857683002948761,False,4
isaac-sim-20260706_105804,22592,9.242103576660156,0.5913241505622864,False,5
isaac-sim-20260706_105804,35264,10.79806137084961,0.32808369398117065,False,5
isaac-sim-20260706_105804,45072,14.170632362365723,0.2577006220817566,False,0
isaac-sim-20260706_105804,54504,12.3637056350708,0.2147553414106369,False,0
isaac-sim-20260706_105804,63928,15.004314422607422,0.18969953060150146,False,0
isaac-sim-20260706_105804,73360,-0.8181930184364319,0.23588743805885315,False,6
isaac-sim-20260706_105804,83856,2.3905880451202393,0.35334575176239014,True,184
isaac-sim-20260706_105804,94904,11.722131729125977,0.277753084897995,True,198
isaac-sim-20260706_105804,104480,10.227156639099121,0.27579134702682495,True,59
isaac-sim-20260706_105804,113912,21.963659286499023,0.14991028606891632,False,6
isaac-sim-20260706_105804,123336,4.628354549407959,0.5344029664993286,True,180
isaac-sim-20260706_105804,132768,1.418125033378601,0.23943884670734406,False,22
isaac-sim-20260706_105804,142200,7.02259635925293,0.36498984694480896,True,174
isaac-sim-20260706_105804,151624,10.16558837890625,0.450003057718277,True,61
isaac-sim-20260706_105804,161056,17.218725204467773,0.433839350938797,False,5
isaac-sim-20260706_105804,170480,12.631233215332031,0.07577220350503922,False,0
isaac-sim-20260706_105804,181048,-1.0734056234359741,0.325470507144928,True,191
isaac-sim-20260706_105804,190472,13.214432716369629,0.11423749476671219,False,5
isaac-sim-20260706_105804,199904,4.870926856994629,0.5780365467071533,False,22
isaac-sim-20260706_105804,209328,13.773075103759766,0.3152492940425873,False,5
isaac-sim-20260706_105804,218760,0.7422760725021362,0.31976813077926636,False,5
isaac-sim-20260706_105804,228184,-7.836729049682617,0.4367069602012634,False,14
isaac-sim-20260706_105804,237616,-1.9359254837036133,0.33719560503959656,True,51
isaac-sim-20260705_220937,1680,10.150520324707031,0.5693864822387695,False,0
isaac-sim-20260705_220937,11480,10.850943565368652,0.7132105827331543,False,4
isaac-sim-20260705_220937,21270,4.284029006958008,0.8087568283081055,False,0
isaac-sim-20260705_220937,31070,-13.556236267089844,0.3592769205570221,False,5
isaac-sim-20260705_220937,40860,-13.63158893585205,0.31041765213012695,False,7
isaac-sim-20260705_220937,50660,-16.29360580444336,0.40185460448265076,False,5
isaac-sim-20260705_220937,60450,-10.405241966247559,0.33065637946128845,False,5
isaac-sim-20260705_220937,70250,-11.711461067199707,0.22126904129981995,False,14
isaac-sim-20260705_220937,80040,-5.755669116973877,0.3418687582015991,False,6
isaac-sim-20260705_220937,89840,-3.544163942337036,0.26180198788642883,False,7
isaac-sim-20260705_220937,99630,-8.57931137084961,0.33223962783813477,False,5
isaac-sim-20260705_220937,109430,3.9880030155181885,0.33673128485679626,False,8
isaac-sim-20260705_220937,119230,16.883996963500977,0.4456186592578888,False,6
isaac-sim-20260705_220937,129020,11.8204984664917,0.22019070386886597,False,10
isaac-sim-20260705_220937,138820,16.317747116088867,0.3965071141719818,False,8
isaac-sim-20260705_220937,148610,26.180490493774414,0.7519510388374329,False,0
isaac-sim-20260705_220937,158410,29.28412628173828,0.5251027941703796,False,7
isaac-sim-20260705_220937,168200,28.565702438354492,0.8056974411010742,False,4
isaac-sim-20260705_220937,178000,4.56372594833374,0.4104951322078705,False,4
isaac-sim-20260705_220937,187790,-1.4393962621688843,0.2228858321905136,False,6
isaac-sim-20260705_220937,197590,-2.7181036472320557,0.29033440351486206,False,4
isaac-sim-20260705_220937,207380,-3.4750325679779053,0.3558530807495117,False,5
isaac-sim-20260705_220937,217180,-2.1629478931427,0.38356247544288635,False,4
isaac-sim-20260705_220937,226970,12.397666931152344,0.3838980495929718,False,7
isaac-sim-20260705_220937,236770,12.278827667236328,0.2867213785648346,False,0
